,session_id,customer_id,login_date,projects_added,likes_given,comment_given,inactive_status,bug_occured,session_projects_added,session_likes_given,session_comments_given,inactive_duration,bugs_in_session,session_duration
0,624205,80746,10/30/19,False,True,True,True,False,0,24,3,1146,0,1564
1,624241,24520,10/30/19,True,True,True,True,False,2,3,5,133,0,1766
2,111002,32047,10/30/19,True,True,True,True,False,1,5,5,1571,0,2230
3,545113,23404,10/30/19,True,True,True,False,False,1,10,21,0,0,633
4,750269,40235,10/30/19,True,True,False,True,False,3,16,0,1405,0,1679
5,744943,73245,10/30/19,True,True,True,True,True,3,27,5,1746,4,1490
6,922001,12407,10/30/19,True,False,True,False,False,5,0,5,0,0,1329
7,823895,29375,10/30/19,False,False,True,True,False,0,0,5,2474,0,1875
8,490096,40572,10/30/19,True,True,False,False,False,1,25,0,0,0,290
9,919319,23404,10/29/19,True,True,False,True,False,2,14,0,2031,0,1957
10,696187,98653,10/29/19,False,False,True,True,False,0,0,1,930,0,1374
11,362558,40572,10/29/19,True,True,True,True,False,3,19,3,2148,0,187
12,175035,87323,10/29/19,True,True,True,True,False,2,4,1,672,0,1138
13,361637,51243,10/29/19,True,True,False,False,False,3,24,0,0,0,39
14,730021,23083,10/29/19,True,True,True,True,False,1,3,2,2047,0,1736
15,920267,38459,10/29/19,False,True,True,False,False,0,15,3,0,0,1188
16,935820,23985,10/28/19,True,True,True,True,False,1,26,1,2402,0,1001
17,889461,73524,10/28/19,True,True,True,True,False,3,10,1,703,0,61
18,614943,14354,10/28/19,True,True,True,False,False,2,21,4,0,0,505
19,590435,43549,10/28/19,True,True,True,False,True,1,5,1,0,3,878
20,211059,39475,10/28/19,True,True,True,False,False,2,4,1,0,0,378
21,938988,40572,10/28/19,False,True,True,True,False,0,15,13,1078,0,856
22,636263,87323,10/28/19,True,True,True,False,True,1,8,5,0,2,1346
23,311965,51243,10/28/19,True,True,True,False,False,1,20,3,0,0,2114
24,997629,12496,10/28/19,True,True,True,False,False,2,24,9,0,0,2381
25,308860,43057,10/28/19,True,True,True,False,True,1,20,4,0,1,1610
26,601606,87265,10/27/19,True,True,True,False,True,2,15,2,0,2,1054
27,485200,14354,10/27/19,True,True,True,True,False,1,15,4,1437,0,76
28,440820,29375,10/27/19,False,False,True,True,False,0,0,2,639,0,1173
29,310751,40572,10/27/19,True,True,True,True,True,1,25,1,1107,3,32
30,156599,87323,10/27/19,True,True,True,True,True,6,24,5,2160,2,2069
31,339866,23404,10/27/19,False,False,True,True,True,0,0,1,1919,5,613
32,43336,40235,10/27/19,True,True,True,True,True,1,19,1,2145,3,299
33,235583,96254,10/26/19,True,True,True,True,True,1,12,4,2394,4,1983
34,361427,87265,10/26/19,True,False,True,True,False,2,0,3,312,0,1730
35,862128,23404,10/26/19,True,False,True,True,False,2,0,2,1120,0,95
36,541312,40572,10/26/19,False,True,True,True,True,0,11,3,1779,3,283
37,557353,34574,10/26/19,True,False,False,False,True,3,0,0,0,2,1759
38,243941,40235,10/26/19,True,True,True,False,False,2,15,1,0,0,2313
39,652409,51243,10/26/19,False,True,True,False,True,0,18,5,0,3,127
40,438584,23083,10/26/19,True,True,True,True,True,3,24,4,1602,2,1421
41,418108,23404,10/26/19,True,True,False,False,False,1,2,0,0,0,1508
42,502502,40235,10/26/19,True,True,True,False,True,1,9,3,0,5,1521
43,940572,73245,10/26/19,True,True,True,True,False,1,26,3,1563,0,349
44,350315,12407,10/26/19,True,True,True,True,True,2,3,2,2274,3,2319
45,773611,51243,10/26/19,False,False,True,True,True,0,0,2,2017,5,335
46,999480,23083,10/26/19,False,False,True,True,False,0,0,1,1535,0,695
47,871478,38459,10/26/19,True,True,True,True,False,3,22,1,301,0,720
48,164827,23985,10/26/19,True,True,True,True,True,1,20,1,1297,3,1981
49,554554,40572,10/26/19,True,True,True,True,True,1,5,4,1836,5,999
50,957147,87323,10/26/19,True,True,False,False,True,2,14,0,0,2,451
51,504793,23404,10/26/19,True,True,False,False,True,3,27,0,0,5,1778
52,636836,40235,10/26/19,True,True,True,True,False,3,14,4,1741,0,1910
53,864048,96254,10/26/19,False,True,True,False,True,0,14,5,0,1,1670
54,309053,32047,10/26/19,False,True,False,True,False,0,11,0,360,0,1492
55,829983,29356,10/25/19,True,True,True,True,False,1,23,3,646,0,505
56,629983,40235,10/25/19,False,True,True,False,False,0,8,5,0,0,541
57,807640,73245,10/25/19,False,True,True,True,False,0,1,3,2070,0,841
58,710050,14354,10/25/19,True,True,True,False,False,2,16,5,0,0,323
59,793468,98653,10/25/19,True,True,False,False,False,2,18,0,0,0,1152
60,927726,40572,10/25/19,True,True,True,False,False,2,9,5,0,0,2381
61,848849,87323,10/24/19,True,True,True,False,False,3,2,5,0,0,436
62,74484,51243,10/24/19,False,True,True,False,False,0,20,5,0,0,10
63,643406,23083,10/24/19,True,True,True,False,False,1,3,3,0,0,491
64,516003,38459,10/24/19,True,True,True,True,False,6,1,4,125,0,2265
65,61294,23985,10/24/19,False,True,False,True,False,0,7,0,2023,0,1744
66,115518,12496,10/24/19,True,True,True,True,False,2,16,5,2426,0,358
67,355859,43057,10/24/19,True,True,True,True,True,1,9,5,2427,2,892
68,393781,87265,10/24/19,True,True,True,False,False,2,8,5,0,0,255
69,854620,73524,10/24/19,True,False,True,True,True,5,0,1,1281,3,144
70,162379,43549,10/24/19,False,False,False,False,True,0,0,0,0,1,724
71,364456,39475,10/24/19,True,True,True,True,True,3,24,5,1889,5,1057
72,950427,43057,10/24/19,True,True,True,False,False,3,6,4,0,0,896
73,287401,87265,10/23/19,True,True,True,False,False,3,24,1,0,0,2220
74,901324,73524,10/23/19,True,True,True,True,False,1,12,5,2429,0,1481
75,480779,34574,10/23/19,True,True,True,False,True,5,11,3,0,2,1526
76,552796,39475,10/23/19,True,True,True,False,True,1,2,2,0,5,1852
77,118687,14354,10/22/19,True,False,True,False,True,1,0,3,0,4,1319
78,507059,12407,10/22/19,False,True,True,True,False,0,16,3,367,0,562
79,51859,29375,10/22/19,False,True,True,True,True,0,23,1,1121,5,1956
80,559242,24520,10/22/19,True,True,True,True,True,1,26,4,457,5,191
81,499101,32047,10/22/19,True,True,True,True,False,1,3,5,1342,0,1790
82,810798,23404,10/22/19,True,True,False,True,True,2,11,0,2274,4,269
83,399130,40235,10/22/19,True,True,True,False,False,3,13,5,0,0,1732
84,306852,29356,10/22/19,True,True,True,True,False,1,24,5,423,0,1044
85,76000,51243,10/22/19,True,True,True,False,True,1,9,5,0,5,554
86,958269,23083,10/22/19,True,True,True,False,True,1,19,1,0,3,873
87,123453,38459,10/22/19,True,True,True,False,True,2,19,1,0,3,691
88,472472,23985,10/21/19,True,True,False,True,False,1,26,0,1172,0,2299
89,279710,23404,10/21/19,True,True,True,False,False,2,9,3,0,0,1374
90,272981,10246,10/21/19,True,True,False,True,True,3,7,0,2120,2,53
91,309288,73245,10/21/19,False,True,True,True,False,0,15,1,2360,0,915
92,512614,87323,10/21/19,False,True,True,False,True,0,20,4,0,5,530
93,600035,33496,10/21/19,True,False,False,False,False,2,0,0,0,0,1154
94,215590,10246,10/21/19,True,True,False,False,True,2,16,0,0,5,346
95,652067,87323,10/21/19,True,True,False,False,False,2,13,0,0,0,1853
96,676493,23404,10/21/19,True,True,True,True,False,1,19,5,1732,0,1487
97,423899,40235,10/21/19,True,False,True,True,False,1,0,1,551,0,1750
98,906093,73245,10/21/19,True,True,True,False,False,1,27,1,0,0,854
99,154251,32047,10/21/19,True,True,True,True,False,1,6,5,2115,0,1775
100,551993,98653,10/21/19,True,False,True,True,True,4,0,5,1289,2,857
101,237454,40235,10/21/19,True,False,True,False,True,3,0,1,0,2,467
102,404931,73245,10/21/19,True,True,True,True,True,3,5,3,1477,1,962
103,842373,12407,10/20/19,True,False,True,True,True,1,0,5,915,3,2189
104,243101,29375,10/20/19,False,False,False,True,True,0,0,0,1109,4,1115
105,22885,29356,10/20/19,False,True,True,True,True,0,19,5,1504,3,717
106,588443,87323,10/20/19,True,True,True,True,True,2,23,3,938,5,231
107,406687,51243,10/20/19,True,True,True,True,True,3,18,1,912,1,1888
108,678215,23083,10/20/19,False,True,True,True,True,0,21,3,2055,4,1152
109,429305,96254,10/20/19,True,True,True,False,True,1,7,2,0,5,1984
110,92563,87265,10/20/19,True,True,True,False,True,2,5,3,0,4,2173
111,582793,34574,10/20/19,True,True,True,False,True,3,14,4,0,4,2078
112,95512,98653,10/20/19,True,True,True,False,False,1,2,4,0,0,55
113,802947,87265,10/20/19,True,True,True,False,False,4,11,4,0,0,1348
114,723982,73524,10/20/19,True,True,True,True,True,3,4,1,340,2,1389
115,930216,43549,10/19/19,True,False,True,True,False,2,0,5,1673,0,615
116,645526,39475,10/19/19,True,True,False,True,True,3,17,0,1374,4,989
117,911453,73245,10/19/19,True,True,True,True,True,3,26,4,964,2,1692
118,750732,12407,10/19/19,True,True,True,False,False,3,15,2,0,0,2216
119,359949,29375,10/19/19,False,False,True,True,True,0,0,3,441,4,1844
120,227463,40572,10/19/19,True,False,True,False,False,2,0,3,0,0,1598
121,680314,87323,10/19/19,True,True,True,False,True,3,20,1,0,4,887
122,927067,51243,10/19/19,False,True,True,False,False,0,26,3,0,0,1139
123,638118,23404,10/19/19,True,False,True,False,False,2,0,4,0,0,899
124,826119,38459,10/19/19,False,True,True,False,False,0,23,3,0,0,1819
125,362752,23985,10/19/19,True,False,True,True,False,4,0,4,2178,0,2352
126,556990,12496,10/18/19,False,True,True,True,False,0,1,5,144,0,1468
127,648313,23404,10/18/19,True,True,True,False,True,1,15,2,0,3,1513
128,714532,12407,10/18/19,True,True,True,True,False,1,26,2,733,0,1127
129,378951,23985,10/18/19,True,False,False,False,False,3,0,0,0,0,2206
130,818991,12496,10/18/19,True,True,False,True,False,2,7,0,182,0,1520
131,884372,43057,10/18/19,True,True,True,True,False,4,17,2,1594,0,1234
132,603309,87265,10/18/19,True,True,True,True,False,2,23,5,1825,0,335
133,861318,73524,10/18/19,True,True,False,True,False,3,5,0,1415,0,58
134,730001,43549,10/18/19,False,False,True,False,False,0,0,2,0,0,1482
135,404381,46329,10/18/19,True,True,False,True,False,3,9,0,181,0,1299
136,335787,34574,10/18/19,False,False,True,False,False,0,0,2,0,0,1455
137,571482,29345,10/17/19,False,True,True,False,False,0,27,4,0,0,1291
138,827919,19374,10/17/19,True,False,True,False,False,1,0,4,0,0,1633
139,607530,73245,10/17/19,False,False,False,True,False,0,0,0,1906,0,690
140,183728,12407,10/17/19,True,True,True,False,False,2,22,5,0,0,2060
141,338681,29375,10/17/19,True,True,True,False,True,1,17,4,0,2,808
142,930932,40572,10/16/19,True,True,False,True,False,2,1,0,2117,0,2036
143,75447,87323,10/16/19,True,True,False,True,False,1,27,0,1776,0,1157
144,499349,51243,10/16/19,True,False,False,False,False,3,0,0,0,0,1084
145,327628,23083,10/16/19,True,True,False,True,False,2,4,0,1659,0,1721
146,156847,38459,10/15/19,True,True,False,True,True,1,13,0,1128,4,1655
147,831607,98653,10/15/19,True,False,False,True,True,3,0,0,2350,3,272
148,863765,12496,10/15/19,True,False,True,True,True,3,0,4,2126,4,41
149,737055,23579,10/15/19,True,False,True,True,False,2,0,4,787,0,265
150,874387,38459,10/15/19,True,False,True,True,False,2,0,4,1310,0,1002
151,905141,23596,10/15/19,True,True,True,True,False,2,7,5,2077,0,640
152,667092,29375,10/15/19,True,True,True,True,False,1,22,3,16,0,1127
153,435292,14354,10/15/19,False,False,True,False,False,0,0,2,0,0,1367
154,463600,23457,10/15/19,True,True,True,False,False,2,7,2,0,0,207
155,909692,29356,10/15/19,True,False,False,True,False,3,0,0,433,0,2336
156,112122,10246,10/15/19,False,True,False,False,False,0,14,0,0,0,2075
157,147762,87323,10/15/19,True,True,True,True,False,4,11,5,1604,0,1553
158,883587,23404,10/15/19,True,False,True,False,False,2,0,2,0,0,1138
159,908409,40235,10/15/19,False,True,False,True,False,0,8,0,1597,0,1623
160,925195,12940,10/14/19,False,False,True,False,False,0,0,5,0,0,145
161,753352,43086,10/14/19,True,False,True,False,False,3,0,1,0,0,1355
162,299736,38459,10/14/19,False,False,True,True,False,0,0,4,2376,0,2386
163,820853,29375,10/13/19,True,False,True,False,False,1,0,3,0,0,1115
164,403173,98476,10/13/19,True,False,True,False,False,2,0,1,0,0,2051
165,436046,51243,10/13/19,True,True,True,True,False,2,19,2,1927,0,2253
166,929826,23083,10/13/19,True,True,False,False,True,3,25,0,0,1,396
167,810196,38459,10/13/19,False,True,False,True,True,0,6,0,1855,4,2264
168,102797,23985,10/13/19,False,True,True,True,True,0,25,5,218,5,1190
169,608120,14354,10/13/19,True,True,True,True,True,2,9,1,474,4,669
170,574792,29375,10/13/19,True,True,True,True,True,1,16,4,220,2,2333
171,315117,40572,10/13/19,True,False,True,True,True,1,0,2,457,5,507
172,812596,93464,10/13/19,False,False,True,True,False,0,0,5,2002,0,810
173,848857,80746,10/13/19,True,False,True,True,True,3,0,3,1514,4,2221
174,864133,14354,10/12/19,True,False,True,True,False,2,0,5,1237,0,1485
175,854618,29375,10/12/19,True,False,True,True,True,1,0,3,1640,3,259
176,967732,40572,10/12/19,True,False,True,True,True,2,0,4,290,4,861
177,354260,29375,10/12/19,False,False,True,True,False,0,0,4,1802,0,2306
178,173919,51243,10/12/19,True,False,False,True,False,9,0,0,1532,0,1023
179,802529,23083,10/12/19,False,True,False,True,True,0,13,0,1564,4,1872
180,23570,38459,10/12/19,False,True,True,False,False,0,22,4,0,0,221
181,768035,23985,10/12/19,True,True,True,False,False,1,11,1,0,0,241
182,363747,23404,10/11/19,False,True,True,False,False,0,19,5,0,0,1264
183,924434,40235,10/11/19,False,True,True,True,False,0,8,5,973,0,523
184,353787,73245,10/11/19,False,True,False,False,True,0,1,0,0,5,623
185,351540,14354,10/11/19,True,True,True,False,True,2,24,1,0,2,1627
186,796561,29375,10/11/19,True,False,True,False,False,2,0,2,0,0,1009
187,934455,40572,10/11/19,True,False,True,False,False,3,0,1,0,0,2133
188,613808,87323,10/11/19,True,True,True,True,False,2,24,3,434,0,301
189,102067,23579,10/11/19,True,True,False,False,False,3,26,0,0,0,298
190,281083,29375,10/11/19,True,True,False,True,False,1,8,0,1367,0,1122
191,847651,34574,10/11/19,True,True,True,False,False,3,20,4,0,0,738
192,503539,73245,10/11/19,True,False,False,False,False,1,0,0,0,0,2035
193,832306,87265,10/11/19,True,True,False,True,True,3,24,0,716,4,1413
194,889677,23404,10/11/19,True,True,True,True,True,1,1,4,1757,1,1408
195,823096,23083,10/11/19,False,False,False,True,True,0,0,0,1429,2,665
196,130428,23404,10/10/19,True,True,False,True,False,1,8,0,147,0,790
197,137925,34574,10/10/19,True,False,True,False,False,1,0,4,0,0,750
198,693392,40235,10/10/19,True,False,False,False,False,1,0,0,0,0,1577
199,865938,73245,10/10/19,True,False,True,True,True,3,0,4,1064,4,80
200,949140,23579,10/10/19,True,False,True,True,True,1,0,4,2192,5,2177
201,198765,12496,10/10/19,False,True,False,False,False,0,5,0,0,0,511
202,139965,43057,10/10/19,False,True,True,True,True,0,12,4,305,3,1205
203,135112,87265,10/10/19,True,True,False,False,False,1,1,0,0,0,228
204,84773,87265,10/10/19,True,True,True,True,False,1,21,3,2305,0,2395
205,336050,73524,10/10/19,True,True,True,False,True,3,14,1,0,1,1826
206,495864,43549,10/10/19,True,True,True,True,True,5,6,5,534,1,312
207,661082,93464,10/10/19,True,False,False,True,True,2,0,0,1524,2,1512
208,875307,23404,10/10/19,True,True,True,True,True,1,5,5,806,3,1088
209,296502,40235,10/10/19,False,True,True,True,False,0,2,4,2480,0,911
210,196926,80746,10/9/19,True,False,True,True,True,3,0,2,495,4,970
211,117013,23404,10/9/19,False,True,True,True,False,0,14,2,501,0,606
212,751775,40235,10/9/19,True,False,False,True,True,1,0,0,1611,4,1185
213,320716,73245,10/9/19,True,True,True,True,True,3,8,3,659,4,1844
214,844006,14354,10/9/19,True,False,True,True,False,3,0,3,738,0,2199
215,339010,29356,10/9/19,False,False,True,True,True,0,0,3,2025,3,1095
216,738680,73245,10/9/19,True,True,True,True,True,3,25,4,361,4,2260
217,860219,14354,10/9/19,True,False,True,False,False,3,0,3,0,0,1029
218,674512,29375,10/9/19,True,False,True,False,False,3,0,1,0,0,1879
219,624736,40572,10/9/19,True,True,True,False,True,3,26,4,0,3,632
220,736353,87323,10/8/19,True,False,False,True,True,1,0,0,1047,1,1561
221,33604,43057,10/8/19,False,False,True,False,True,0,0,5,0,2,2147
222,873781,87265,10/8/19,False,False,True,False,True,0,0,3,0,2,1023
223,203676,73524,10/8/19,True,True,True,False,True,3,20,1,0,3,368
224,403473,43549,10/8/19,True,True,True,False,False,2,14,4,0,0,329
225,95038,93464,10/8/19,True,True,False,True,True,2,27,0,1818,4,1175
226,687916,34574,10/8/19,True,True,True,True,True,4,16,5,1043,3,238
227,91201,12940,10/8/19,False,True,True,True,True,0,26,1,1527,3,1847
228,42216,43086,10/7/19,True,False,False,True,True,2,0,0,2437,5,2228
229,872877,38459,10/7/19,True,True,True,False,False,1,21,4,0,0,1138
230,437487,23548,10/7/19,False,True,False,False,False,0,12,0,0,0,1327
231,306564,29375,10/7/19,True,True,True,False,True,2,26,2,0,2,2107
232,327733,93486,10/7/19,True,True,True,False,False,2,21,1,0,0,872
233,321330,96254,10/7/19,True,False,True,False,False,3,0,1,0,0,495
234,205332,23579,10/7/19,True,True,True,False,False,2,20,1,0,0,955
235,573862,29375,10/7/19,False,True,True,False,False,0,23,1,0,0,455
236,194870,29356,10/7/19,True,True,False,True,True,2,21,0,1304,5,726
237,599260,29375,10/7/19,True,True,False,True,True,1,7,0,10,1,1275
238,226978,98346,10/7/19,False,True,True,True,True,0,3,3,1248,5,103
239,378958,19348,10/7/19,True,True,True,True,False,1,22,1,2195,0,1565
240,885351,38459,10/7/19,True,True,True,True,False,2,3,5,2324,0,1782
241,366662,76530,10/6/19,False,True,True,True,True,0,8,3,616,2,2091
242,127132,38459,10/6/19,True,False,True,True,True,1,0,2,1860,4,974
243,267667,92736,10/6/19,True,False,True,True,True,3,0,5,176,4,127
244,704918,87265,10/6/19,True,True,True,True,False,2,17,4,850,0,2313
245,625573,73524,10/6/19,True,False,True,True,False,2,0,1,935,0,121
246,225470,43549,10/6/19,False,True,True,True,True,0,27,3,254,2,1998
247,419580,93464,10/6/19,True,True,False,True,False,3,17,0,1797,0,1851
248,563300,23579,10/6/19,False,True,True,False,False,0,25,5,0,0,2023
249,878079,20548,10/6/19,True,True,False,True,True,3,25,0,1801,1,258
250,356244,98653,10/6/19,True,True,True,False,False,2,7,4,0,0,2037
251,133256,10246,10/6/19,True,True,True,True,True,3,16,3,315,2,389
252,611819,38459,10/6/19,True,True,True,True,False,1,4,2,578,0,1661
253,558290,23404,10/5/19,False,True,False,False,True,0,13,0,0,2,27
254,30840,40235,10/5/19,True,False,True,False,True,1,0,1,0,5,1778
255,116296,96254,10/5/19,False,True,True,False,False,0,22,2,0,0,250
256,760339,14354,10/5/19,True,True,True,False,False,3,7,1,0,0,1555
257,812441,29375,10/5/19,True,True,True,False,False,3,19,1,0,0,505
258,802454,40572,10/5/19,True,True,True,True,False,3,20,1,1677,0,914
259,202421,87323,10/5/19,True,True,True,False,False,2,26,1,0,0,761
260,888691,96254,10/5/19,True,True,False,False,False,2,4,0,0,0,893
261,404553,12940,10/5/19,True,True,True,True,False,2,26,3,113,0,1861
262,478264,43086,10/5/19,True,True,True,False,False,1,6,4,0,0,2315
263,266445,38459,10/5/19,True,True,False,False,False,2,27,0,0,0,61
264,155334,68754,10/5/19,True,True,True,False,False,3,25,2,0,0,822
265,498699,29375,10/5/19,False,True,True,False,False,0,13,2,0,0,1855
266,817608,12940,10/5/19,False,True,True,True,False,0,26,5,338,0,2011
267,447031,43086,10/4/19,True,True,True,True,False,1,13,3,160,0,312
268,585849,38459,10/4/19,True,False,True,True,False,1,0,3,697,0,1170
269,708187,73245,10/4/19,False,True,True,True,False,0,8,4,2357,0,1681
270,213972,14354,10/4/19,True,True,True,True,True,3,24,5,1647,2,1263
271,941882,29375,10/4/19,True,True,True,True,False,1,13,3,510,0,1458
272,429587,23404,10/4/19,False,True,True,False,False,0,23,1,0,0,2222
273,401728,12940,10/4/19,False,True,True,True,False,0,11,1,1543,0,557
274,84701,43086,10/4/19,False,True,False,False,False,0,26,0,0,0,11
275,497529,38459,10/4/19,True,True,True,False,False,2,11,3,0,0,1577
276,682794,23404,10/3/19,True,True,True,True,True,2,11,4,2343,5,1956
277,557880,40235,10/3/19,True,True,True,True,False,3,1,1,2428,0,1114
278,129065,96254,10/3/19,True,False,True,True,False,3,0,2,287,0,1067
279,917614,14354,10/3/19,True,True,True,True,True,3,11,1,2069,1,2079
280,384830,87323,10/3/19,True,True,True,False,True,2,14,4,0,4,1277
281,204865,23404,10/3/19,True,True,True,False,True,1,6,3,0,5,2184
282,442331,40235,10/3/19,False,True,True,False,False,0,6,2,0,0,194
283,472912,73245,10/3/19,True,True,True,False,False,3,14,1,0,0,1059
284,787162,14354,10/3/19,True,True,False,False,True,2,23,0,0,2,1075
285,254033,29375,10/3/19,False,True,False,False,True,0,2,0,0,3,640
286,119299,40572,10/2/19,False,True,True,True,True,0,10,2,1639,2,1809
287,607914,87323,10/2/19,True,False,True,False,False,3,0,4,0,0,711
288,993956,82963,10/2/19,True,False,False,True,False,3,0,0,1345,0,1869
289,760757,43658,10/2/19,True,True,False,True,False,3,10,0,518,0,522
290,187302,12407,10/2/19,True,False,False,True,False,3,0,0,1749,0,464
291,109787,43096,10/1/19,True,False,False,True,False,1,0,0,936,0,1172
292,582997,80746,10/1/19,True,False,True,True,False,2,0,5,159,0,916
293,811956,14354,10/1/19,True,False,False,True,False,2,0,0,1362,0,866
294,183387,29375,10/1/19,True,False,False,True,False,2,0,0,518,0,2140
295,944212,40572,10/1/19,True,True,False,True,False,3,13,0,1174,0,2255
296,558332,87323,10/1/19,True,False,False,True,False,2,0,0,97,0,1692
297,643880,51243,10/1/19,True,False,False,True,False,2,0,0,906,0,1990
298,844518,23083,10/1/19,True,False,False,True,False,1,0,0,139,0,1113
299,933954,38459,10/1/19,True,False,False,False,False,1,0,0,0,0,306
